3.300000000000002237e-02,9.999988959286751466e+00,-1.040756085838827616e+00,9.997238962555609731e+00
6.600000000000004474e-02,9.999852811406890751e+00,-1.025373212648301724e+00,9.987742798486467066e+00
9.900000000000007405e-02,9.999326709084208176e+00,-1.003260630534501097e+00,9.971499723062349219e+00
1.320000000000000895e-01,9.998028137993541620e+00,-9.761639962348560573e-01,9.948522871570460779e+00
1.650000000000001188e-01,9.995487840117606382e+00,-9.454829595927298769e-01,9.918839747757521863e+00
1.980000000000001481e-01,9.991174930527105147e+00,-9.123356430493014813e-01,9.882496720806948076e+00
2.310000000000001774e-01,9.984517276181394507e+00,-8.776113114029397977e-01,9.839562074586925888e+00
2.640000000000001790e-01,9.974917959961706160e+00,-8.420133838198768927e-01,9.790127567201318826e+00
2.970000000000002083e-01,9.961768479799660625e+00,-8.060945485427248869e-01,9.734308668667360109e+00
3.300000000000002376e-01,9.944459211596619497e+00,-7.702854204105378244e-01,9.672243731858401361e+00
3.630000000000002669e-01,9.922387577865455555e+00,-7.349179192284216455e-01,9.604092369646535232e+00
3.960000000000002962e-01,9.894964298723023077e+00,-7.002443326129226264e-01,9.530033292037728643e+00
4.290000000000003255e-01,9.861618049641940331e+00,-6.664528515244532159e-01,9.450261820772631438e+00
4.620000000000003548e-01,9.821798806283053906e+00,-6.336802231888007952e-01,9.364987257022361788e+00
4.950000000000003841e-01,9.774980118091205483e+00,-6.020220487043959068e-01,9.274430236969818608e+00
5.280000000000003579e-01,9.720660517819327495e+00,-5.715411565836685526e-01,9.178820173560083617e+00
5.610000000000003872e-01,9.658364243155883599e+00,-5.422744049018168866e-01,9.078392851899154792e+00
5.940000000000004166e-01,9.587641418916657443e+00,-5.142382004469583379e-01,8.973388220904173096e+00
6.270000000000004459e-01,9.508067823694885234e+00,-4.874329706822972952e-01,8.864048404460788788e+00
6.600000000000004752e-01,9.419244343324645996e+00,-4.618467813164404134e-01,8.750615940826588002e+00
6.930000000000005045e-01,9.320796194847902782e+00,-4.374582570921301539e-01,8.633332248536575548e+00
7.260000000000005338e-01,9.212371988688669688e+00,-4.142389346225767710e-01,8.512436309835324622e+00
7.590000000000005631e-01,9.093642683195980680e+00,-3.921551525633155677e-01,8.388163557972021067e+00
7.920000000000005924e-01,8.964300474367004057e+00,-3.711695651530364515e-01,8.260744951940894865e+00
8.250000000000006217e-01,8.824057654142698937e+00,-3.512423494092944409e-01,8.130406220926634120e+00
8.580000000000006510e-01,8.672645462926130477e+00,-3.323321633864857461e-01,7.997367260417679091e+00
8.910000000000006803e-01,8.509831588304045624e+00,-2.976504713830143700e-01,7.861862416841884915e+00
9.240000000000007097e-01,8.337235935221460892e+00,-1.536595006616705561e-01,7.726113088134495044e+00
9.570000000000007390e-01,8.155799135838858405e+00,-2.573553416025209373e-02,7.591241378592791911e+00
9.900000000000007683e-01,7.965355797401699078e+00,8.533184086368750254e-02,7.456680234266249485e+00
1.022999999999998133e+00,7.765939046339306095e+00,1.785660812839804379e-01,7.321603240219268116e+00
1.055999999999994499e+00,7.557813062853213637e+00,2.527057221731576764e-01,7.184926817617760975e+00
1.088999999999990864e+00,7.341515769768159672e+00,3.061283757039601205e-01,7.045322844278745222e+00
1.121999999999987230e+00,7.117914853447441459e+00,3.364365168954241980e-01,6.901259408217064184e+00
1.154999999999983595e+00,6.888410223195787552e+00,3.401942222553939743e-01,6.751527770223851199e+00
1.187999999999979961e+00,6.654851452327712025e+00,3.205435697542546869e-01,6.595541852968192842e+00
1.220999999999976326e+00,6.419183371688143680e+00,2.822673092801417649e-01,6.432950821658021567e+00
1.253999999999972692e+00,6.183312405123246869e+00,2.304873082817713303e-01,6.263626633878747185e+00
1.286999999999969058e+00,5.948985109258477344e+00,1.704354954466265060e-01,6.087786570331747527e+00
1.319999999999965423e+00,5.717677751785989138e+00,1.063061789912682631e-01,5.906013882537735071e+00
1.352999999999961789e+00,5.490606678195057100e+00,4.133192649128614171e-02,5.718842548930472169e+00
1.385999999999958154e+00,5.268761922600035064e+00,-2.190775800690758501e-02,5.526689098496505359e+00
1.418999999999954520e+00,5.052932785948183181e+00,-8.135214387107581047e-02,5.329837680207082151e+00
1.451999999999950886e+00,4.843726447516688793e+00,-1.352577555003318110e-01,5.128430707187575877e+00
1.484999999999947251e+00,4.641399997061718352e+00,-1.760213159990655640e-01,4.922844703680976153e+00
1.517999999999943617e+00,4.445363766941148320e+00,-1.982755719567652619e-01,4.714735941881255776e+00
1.550999999999939982e+00,4.254814327022077514e+00,-2.064777297227982089e-01,4.505825992509690181e+00
1.583999999999936348e+00,4.069045006908314832e+00,-2.047343288696126251e-01,4.297461852860219089e+00
1.616999999999932713e+00,3.887463192327511585e+00,-1.964015821058282540e-01,4.090705386282581735e+00
1.649999999999929079e+00,3.709588252342856052e+00,-1.840881848524755782e-01,3.886396022615615564e+00
1.682999999999925445e+00,3.535040967091052977e+00,-1.697405761394463752e-01,3.685195473698965607e+00
1.715999999999921810e+00,3.363529926471439779e+00,-1.547568122919882327e-01,3.487621185072340424e+00
1.748999999999918176e+00,3.194837775920013279e+00,-1.401011552326778542e-01,3.294072475406910172e+00
1.781999999999914541e+00,3.028808663185680317e+00,-1.264062136040893236e-01,3.104851624663446330e+00
1.814999999999910907e+00,2.865337372852403419e+00,-1.140578251560189216e-01,2.920181213633956219e+00
1.847999999999907272e+00,2.704360174566184938e+00,-1.032623801428460553e-01,2.740218503592716459e+00
1.880999999999903638e+00,2.545847196423414616e+00,-9.409846260515664085e-02,2.565067378880425686e+00
1.913999999999900004e+00,2.389796061718711506e+00,-8.655549192675415782e-02,2.394788238301056360e+00
